time,_geo,geo,value,UNIT,_UNIT,EGROUP,_EGROUP,POSITION,_POSITION,sex,_sex
2017,IT,Italy,0,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2019,IT,Italy,12.5,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2021,IT,Italy,12.5,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2017,IT,Italy,100,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2019,IT,Italy,87.5,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2021,IT,Italy,87.5,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2017,IT,Italy,0,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2019,IT,Italy,0,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2021,IT,Italy,0,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2017,IT,Italy,100,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2019,IT,Italy,100,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2021,IT,Italy,100,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2017,LT,Lithuania,0,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2019,LT,Lithuania,0,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2021,LT,Lithuania,0,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2017,LT,Lithuania,100,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2019,LT,Lithuania,100,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2021,LT,Lithuania,100,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2017,LT,Lithuania,0,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2019,LT,Lithuania,0,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2021,LT,Lithuania,0,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2017,LT,Lithuania,100,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2019,LT,Lithuania,100,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2021,LT,Lithuania,100,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2019,LU,Luxembourg,0,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2019,LU,Luxembourg,0,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2017,LU,Luxembourg,0,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2019,LU,Luxembourg,0,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2021,LU,Luxembourg,0,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2017,LU,Luxembourg,100,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2019,LU,Luxembourg,100,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2021,LU,Luxembourg,100,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2017,LV,Latvia,25.9,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2019,LV,Latvia,26.9,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2021,LV,Latvia,24,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2017,LV,Latvia,74.1,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2019,LV,Latvia,73.1,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2021,LV,Latvia,76,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2017,LV,Latvia,0,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2019,LV,Latvia,0,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2021,LV,Latvia,100,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2017,LV,Latvia,100,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2019,LV,Latvia,100,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2021,LV,Latvia,0,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2019,ME,Montenegro,0,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2021,ME,Montenegro,0,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2019,ME,Montenegro,100,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2021,ME,Montenegro,100,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2019,ME,Montenegro,0,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2021,ME,Montenegro,0,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2019,ME,Montenegro,100,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2021,ME,Montenegro,100,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2019,MK,North Macedonia,18.2,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2021,MK,North Macedonia,9.1,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2019,MK,North Macedonia,81.8,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2021,MK,North Macedonia,90.9,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2019,MK,North Macedonia,0,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2021,MK,North Macedonia,0,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2019,MK,North Macedonia,100,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2021,MK,North Macedonia,100,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2017,NL,Netherlands,0,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2019,NL,Netherlands,33.3,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2021,NL,Netherlands,42.9,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2017,NL,Netherlands,100,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2019,NL,Netherlands,66.7,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2021,NL,Netherlands,57.1,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2017,NL,Netherlands,0,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2019,NL,Netherlands,0,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2021,NL,Netherlands,100,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2017,NL,Netherlands,100,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2019,NL,Netherlands,100,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2021,NL,Netherlands,0,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2019,NO,Norway,57.1,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2021,NO,Norway,57.1,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2019,NO,Norway,42.9,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2021,NO,Norway,42.9,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2019,NO,Norway,100,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2021,NO,Norway,100,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2019,NO,Norway,0,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2021,NO,Norway,0,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2017,PL,Poland,8.2,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2019,PL,Poland,15.7,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2021,PL,Poland,15.1,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2017,PL,Poland,91.8,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2019,PL,Poland,84.3,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2021,PL,Poland,84.9,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2017,PL,Poland,0,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2019,PL,Poland,0,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2021,PL,Poland,0,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2017,PL,Poland,100,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2019,PL,Poland,100,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2021,PL,Poland,100,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2017,PT,Portugal,20,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2019,PT,Portugal,20,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2021,PT,Portugal,14.3,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2017,PT,Portugal,80,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2019,PT,Portugal,80,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2021,PT,Portugal,85.7,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2017,PT,Portugal,0,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2019,PT,Portugal,0,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2021,PT,Portugal,0,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2017,PT,Portugal,100,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2019,PT,Portugal,100,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2021,PT,Portugal,100,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2017,RO,Romania,0,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2019,RO,Romania,0,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2021,RO,Romania,0,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2017,RO,Romania,100,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2019,RO,Romania,100,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2021,RO,Romania,100,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2017,RO,Romania,0,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2019,RO,Romania,0,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2021,RO,Romania,0,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2017,RO,Romania,100,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2019,RO,Romania,100,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2021,RO,Romania,100,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2019,RS,Serbia,0,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2021,RS,Serbia,0,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2019,RS,Serbia,100,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2021,RS,Serbia,100,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2019,RS,Serbia,0,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2021,RS,Serbia,0,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2019,RS,Serbia,100,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2021,RS,Serbia,100,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2017,SE,Sweden,36.8,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2019,SE,Sweden,32.8,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2021,SE,Sweden,37.7,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2017,SE,Sweden,63.2,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2019,SE,Sweden,67.2,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2021,SE,Sweden,62.3,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2017,SE,Sweden,50,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2019,SE,Sweden,33.3,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2021,SE,Sweden,33.3,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2017,SE,Sweden,50,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2019,SE,Sweden,66.7,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2021,SE,Sweden,66.7,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2017,SI,Slovenia,0,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2019,SI,Slovenia,7.7,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2021,SI,Slovenia,15.4,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2017,SI,Slovenia,100,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2019,SI,Slovenia,92.3,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2021,SI,Slovenia,84.6,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2017,SI,Slovenia,0,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2019,SI,Slovenia,0,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2021,SI,Slovenia,0,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2017,SI,Slovenia,100,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2019,SI,Slovenia,100,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2021,SI,Slovenia,100,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2017,SK,Slovakia,18.2,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2019,SK,Slovakia,13.6,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2021,SK,Slovakia,9.1,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2017,SK,Slovakia,81.8,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2019,SK,Slovakia,86.4,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2021,SK,Slovakia,90.9,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2017,SK,Slovakia,0,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2019,SK,Slovakia,0,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2021,SK,Slovakia,0,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2017,SK,Slovakia,100,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2019,SK,Slovakia,100,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2021,SK,Slovakia,100,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2019,TR,Turkey,0,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2021,TR,Turkey,9.1,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2019,TR,Turkey,100,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2021,TR,Turkey,90.9,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2019,TR,Turkey,0,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2021,TR,Turkey,0,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2019,TR,Turkey,100,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2021,TR,Turkey,100,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2017,UK,United Kingdom,31.6,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2019,UK,United Kingdom,46.3,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2021,UK,United Kingdom,41.3,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2017,UK,United Kingdom,68.4,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2019,UK,United Kingdom,53.7,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2021,UK,United Kingdom,58.7,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2017,UK,United Kingdom,20,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2019,UK,United Kingdom,20,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2021,UK,United Kingdom,60,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2017,UK,United Kingdom,80,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2019,UK,United Kingdom,80,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2021,UK,United Kingdom,40,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2019,XK,Kosovo,37.5,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2021,XK,Kosovo,37.5,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Women,W
2019,XK,Kosovo,62.5,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2021,XK,Kosovo,62.5,Percent of total,PC,Academies of science,ACAD_SCI,Members of the highest decision-making body,MEMB_HDM,Men,M
2019,XK,Kosovo,0,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2021,XK,Kosovo,0,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Women,W
2019,XK,Kosovo,100,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
2021,XK,Kosovo,100,Percent of total,PC,Academies of science,ACAD_SCI,President or chair,PRES_CHAIR,Men,M
